# noise_perc_th noise_perc SNR_dB SINDy_f1 SINDy_f2 Poly_f1 Poly_f2 Param_f1 Param_f2
7.9433e+01 7.9433e+01 2.0000e+00 9.7480e+00 1.8119e+00 1.0040e+01 2.1278e+00 2.9596e+00 3.9205e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.6225e+00 2.0702e+00 1.6085e+00 2.3350e+00 9.6180e-01 3.5173e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.5647e+00 1.8660e+00 1.4242e+00 2.2124e+00 1.0354e+00 2.3881e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.6014e+00 2.0116e+00 1.6013e+00 2.1863e+00 1.0783e+00 4.1954e-01
7.9433e+01 7.9433e+01 2.0000e+00 6.0624e+00 1.9146e+00 6.0811e+00 1.9035e+00 7.3592e-01 3.2886e-01
7.9433e+01 7.9433e+01 2.0000e+00 5.7081e+00 1.5582e+00 6.0273e+00 1.9055e+00 1.6455e+00 4.9294e-01
7.9433e+01 7.9433e+01 2.0000e+00 1.8195e+01 2.2531e+00 1.8178e+01 2.2101e+00 1.6560e+00 3.5231e-01
7.9433e+01 7.9433e+01 2.0000e+00 4.8491e+00 1.9335e+00 4.9160e+00 2.2640e+00 1.5976e+00 4.8656e-01
8.9125e+01 8.9125e+01 1.0000e+00 1.6161e+01 2.0533e+00 1.7044e+01 2.1407e+00 1.7065e+00 3.6799e-01
8.9125e+01 8.9125e+01 1.0000e+00 1.1481e+01 2.4141e+00 1.1863e+01 2.6397e+00 2.3868e+00 7.0033e-01
8.9125e+01 8.9125e+01 1.0000e+00 7.2652e+00 1.8478e+00 7.4805e+00 2.2367e+00 1.9406e+00 2.2978e-01
8.9125e+01 8.9125e+01 1.0000e+00 1.6960e+00 1.7218e+00 1.3877e+00 2.3506e+00 1.1171e+00 6.6918e-01
8.9125e+01 8.9125e+01 1.0000e+00 3.3793e+00 2.5299e+00 3.2158e+00 3.0617e+00 1.5407e+00 6.7748e-01
8.9125e+01 8.9125e+01 1.0000e+00 8.0627e+00 2.3012e+00 8.0797e+00 2.2623e+00 6.3947e-01 4.0472e-01
8.9125e+01 8.9125e+01 1.0000e+00 5.9329e+00 1.7692e+00 5.4940e+00 2.0817e+00 6.0129e-01 5.5464e-01
8.9125e+01 8.9125e+01 1.0000e+00 8.5307e+00 1.8837e+00 8.4435e+00 2.0493e+00 2.0805e+00 4.5820e-01
8.9125e+01 8.9125e+01 1.0000e+00 2.0436e+00 2.4283e+00 2.1682e+00 2.7288e+00 1.2148e+00 3.3670e-01
8.9125e+01 8.9125e+01 1.0000e+00 1.6651e+00 1.9870e+00 1.5913e+00 2.1427e+00 1.3019e+00 3.6879e-01
1.0000e+02 1.0000e+02 0.0000e+00 1.6840e+00 1.9153e+00 1.5104e+00 2.4983e+00 7.6842e-01 5.1727e-01
1.0000e+02 1.0000e+02 0.0000e+00 8.9121e+00 2.1210e+00 8.8840e+00 2.2734e+00 2.1126e+00 5.0536e-01
1.0000e+02 1.0000e+02 0.0000e+00 1.1397e+01 2.4848e+00 1.0750e+01 2.8257e+00 2.8292e+00 6.6247e-01
1.0000e+02 1.0000e+02 0.0000e+00 3.3019e+02 2.4473e+00 2.4363e+01 2.4804e+00 6.7001e+00 3.8744e-01
1.0000e+02 1.0000e+02 0.0000e+00 1.6821e+00 2.2506e+00 1.5880e+00 2.4651e+00 9.6389e-01 3.6244e-01
1.0000e+02 1.0000e+02 0.0000e+00 2.0736e+00 1.8000e+00 2.2810e+00 2.5514e+00 1.2992e+00 4.8187e-01
1.0000e+02 1.0000e+02 0.0000e+00 1.0300e+01 2.3909e+00 9.4934e+00 2.6897e+00 7.2127e-01 6.2058e-01
1.0000e+02 1.0000e+02 0.0000e+00 2.1573e+00 2.5219e+00 2.0122e+00 3.0199e+00 1.3650e+00 6.5855e-01
1.0000e+02 1.0000e+02 0.0000e+00 1.8091e+00 2.1113e+00 1.7133e+00 2.4772e+00 1.0189e+00 4.0277e-01
1.0000e+02 1.0000e+02 0.0000e+00 7.9412e+00 2.3140e+00 8.1340e+00 2.4367e+00 7.9277e-01 4.9580e-01
1.1220e+02 1.1220e+02 -1.0000e+00 5.5901e+03 2.0441e+00 2.6881e+01 2.1802e+00 4.6376e+00 9.3424e-01
1.1220e+02 1.1220e+02 -1.0000e+00 2.0207e+00 2.2062e+00 1.9707e+00 2.3379e+00 1.5071e+00 9.4176e-01
1.1220e+02 1.1220e+02 -1.0000e+00 5.5275e+00 2.2283e+00 1.9828e+00 2.5365e+00 1.4154e+00 7.6892e-01
1.1220e+02 1.1220e+02 -1.0000e+00 2.2886e+03 2.9253e+00 1.4908e+01 2.9532e+00 4.0423e+00 8.5769e-01
1.1220e+02 1.1220e+02 -1.0000e+00 3.8723e+03 2.8010e+00 4.3683e+01 3.2209e+00 1.0184e+01 8.9350e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.8504e+00 2.0904e+00 1.7710e+00 2.4583e+00 1.3910e+00 6.5396e-01
1.1220e+02 1.1220e+02 -1.0000e+00 2.7177e+00 2.3213e+00 2.5507e+00 2.5799e+00 1.7483e+00 7.8664e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.4004e+01 1.6868e+00 1.4236e+01 1.9270e+00 2.1373e+00 8.4298e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.7895e+00 1.9523e+00 1.8020e+00 2.5873e+00 1.0147e+00 6.0057e-01
1.1220e+02 1.1220e+02 -1.0000e+00 1.4472e+01 2.6126e+00 1.4269e+01 2.8047e+00 3.1738e+00 9.3675e-01
1.2589e+02 1.2589e+02 -2.0000e+00 2.8081e+00 2.1447e+00 2.9877e+00 2.4274e+00 1.2943e+00 5.8053e-01
1.2589e+02 1.2589e+02 -2.0000e+00 2.0013e+00 2.4461e+00 1.7302e+00 2.9682e+00 1.6381e+00 8.5827e-01
1.2589e+02 1.2589e+02 -2.0000e+00 1.6104e+00 3.0581e+00 1.5264e+00 3.1533e+00 1.3276e+00 9.8660e-01
1.2589e+02 1.2589e+02 -2.0000e+00 2.6964e+01 2.5764e+00 3.4346e+00 2.8867e+00 8.7322e-01 7.9098e-01
1.2589e+02 1.2589e+02 -2.0000e+00 1.3995e+00 2.4481e+00 1.4060e+00 2.7232e+00 1.1925e+00 5.7782e-01
1.2589e+02 1.2589e+02 -2.0000e+00 8.4506e+02 3.0759e+00 1.1003e+01 3.4279e+00 7.5065e-01 9.5480e-01
1.2589e+02 1.2589e+02 -2.0000e+00 1.4658e+01 3.7750e+00 3.4962e+00 3.8277e+00 2.4033e+00 9.1534e-01
1.2589e+02 1.2589e+02 -2.0000e+00 3.1537e+00 2.3302e+00 2.9769e+00 2.5556e+00 9.9852e-01 5.9985e-01
1.2589e+02 1.2589e+02 -2.0000e+00 2.4986e+00 2.8059e+00 2.5604e+00 3.0636e+00 1.4536e+00 8.1466e-01
1.2589e+02 1.2589e+02 -2.0000e+00 6.7230e+00 2.2534e+00 3.3899e+00 2.8751e+00 1.3432e+00 8.8556e-01
1.4125e+02 1.4125e+02 -3.0000e+00 1.2166e+03 2.4440e+00 1.3593e+01 3.0173e+00 1.8212e+00 1.1012e+00
1.4125e+02 1.4125e+02 -3.0000e+00 2.3782e+03 3.1690e+00 2.1096e+01 3.2057e+00 3.1155e+00 1.0020e+00
1.4125e+02 1.4125e+02 -3.0000e+00 3.2197e+00 3.1685e+00 2.9297e+00 3.6942e+00 2.0452e+00 1.1033e+00
1.4125e+02 1.4125e+02 -3.0000e+00 3.8856e+02 2.3848e+00 1.7670e+01 2.7698e+00 1.0220e+00 1.5179e+00
1.4125e+02 1.4125e+02 -3.0000e+00 1.7646e+02 2.9441e+00 4.4621e+00 3.5332e+00 7.8165e-01 1.1384e+00
1.4125e+02 1.4125e+02 -3.0000e+00 2.3819e+02 2.3590e+00 9.0995e+00 3.1672e+00 7.7816e-01 7.7695e-01
1.4125e+02 1.4125e+02 -3.0000e+00 2.6733e+00 3.2037e+00 2.3540e+00 3.2927e+00 1.8458e+00 8.1578e-01
1.4125e+02 1.4125e+02 -3.0000e+00 3.0055e+00 2.2510e+00 2.6411e+00 2.8515e+00 1.6045e+00 1.2303e+00
1.4125e+02 1.4125e+02 -3.0000e+00 1.8780e+00 3.5035e+00 2.4389e+00 3.5752e+00 1.9827e+00 1.5174e+00
1.4125e+02 1.4125e+02 -3.0000e+00 6.1919e+02 3.0982e+00 1.2552e+01 3.5820e+00 1.2822e+00 1.1614e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.4046e+02 3.0739e+00 1.5992e+01 3.7412e+00 4.9609e+00 1.5429e+00
1.5849e+02 1.5849e+02 -4.0000e+00 5.3766e+00 2.8792e+00 1.9543e+00 3.4584e+00 1.3774e+00 1.5346e+00
1.5849e+02 1.5849e+02 -4.0000e+00 8.5156e+00 3.3598e+00 2.2814e+00 3.6228e+00 1.6534e+00 1.0035e+00
1.5849e+02 1.5849e+02 -4.0000e+00 2.1186e+01 3.4486e+00 1.9718e+01 3.7949e+00 3.9108e+00 1.9892e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.4637e+02 5.0975e+00 1.5175e+01 5.1225e+00 4.2043e+00 1.9961e+00
1.5849e+02 1.5849e+02 -4.0000e+00 2.7752e+01 3.2199e+00 2.3665e+00 3.7687e+00 1.5273e+00 1.6038e+00
1.5849e+02 1.5849e+02 -4.0000e+00 6.9690e+02 3.8382e+00 2.3105e+01 4.0357e+00 4.4964e+00 2.1473e+00
1.5849e+02 1.5849e+02 -4.0000e+00 9.4363e+02 4.4476e+00 4.0072e+01 4.6966e+00 6.1163e+00 2.4289e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.6693e+04 2.9191e+00 4.4022e+01 2.9509e+00 8.8969e+00 1.8619e+00
1.5849e+02 1.5849e+02 -4.0000e+00 1.7719e+00 2.7697e+00 1.6516e+00 2.9942e+00 1.3087e+00 1.3909e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.1654e+04 3.2766e+00 5.2229e+01 3.3848e+00 2.0624e+01 2.1396e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.7038e+02 2.7991e+00 8.8844e+00 2.8968e+00 1.3770e+00 1.7275e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.7653e+02 3.9281e+00 2.8073e+00 4.2680e+00 1.6639e+00 1.4307e+00
1.7783e+02 1.7783e+02 -5.0000e+00 6.1580e+01 3.9667e+00 2.4535e+00 4.0814e+00 2.1364e+00 2.2684e+00
1.7783e+02 1.7783e+02 -5.0000e+00 2.1098e+03 3.6583e+00 2.7048e+01 3.6618e+00 9.8569e+00 1.7716e+00
1.7783e+02 1.7783e+02 -5.0000e+00 2.5784e+02 4.5173e+00 2.0500e+01 4.6375e+00 3.9904e+00 1.8137e+00
1.7783e+02 1.7783e+02 -5.0000e+00 4.5716e+02 3.6969e+00 1.3293e+01 3.8420e+00 9.6173e-01 2.2176e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.3435e+02 4.7940e+00 2.9610e+00 4.8733e+00 2.5692e+00 2.7319e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.8709e+04 6.8594e+00 2.9051e+01 3.6085e+00 1.2683e+01 1.0684e+00
1.7783e+02 1.7783e+02 -5.0000e+00 8.0021e+02 4.8227e+00 6.1573e+00 5.0697e+00 3.3164e+00 2.5297e+00
1.9953e+02 1.9953e+02 -6.0000e+00 2.0884e+02 3.4633e+00 3.8240e+00 3.6301e+00 2.7446e+00 2.8775e+00
1.9953e+02 1.9953e+02 -6.0000e+00 6.9909e+01 6.3809e+00 1.3419e+01 6.7356e+00 3.1007e+00 3.0598e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.1589e+02 4.5810e+00 3.1107e+00 5.0343e+00 1.4657e+00 1.9091e+00
1.9953e+02 1.9953e+02 -6.0000e+00 9.4190e+01 4.4399e+00 2.3609e+00 4.5100e+00 2.4410e+00 2.4597e+00
1.9953e+02 1.9953e+02 -6.0000e+00 7.5123e+01 3.3846e+00 4.6367e+00 3.4621e+00 2.7129e+00 1.7005e+00
1.9953e+02 1.9953e+02 -6.0000e+00 3.5084e+02 4.3924e+00 2.9039e+01 4.4899e+00 1.8947e+00 2.1674e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.8652e+01 4.7451e+00 2.1477e+00 4.7868e+00 1.4360e+00 1.7812e+00
1.9953e+02 1.9953e+02 -6.0000e+00 2.0432e+02 4.2129e+00 2.1761e+00 4.5408e+00 1.5001e+00 2.1226e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.0930e+02 4.6993e+00 2.6273e+01 4.9918e+00 9.2539e+00 3.1399e+00
1.9953e+02 1.9953e+02 -6.0000e+00 6.9921e+01 5.5971e+00 2.6966e+00 5.5802e+00 2.2221e+00 2.8138e+00
2.2387e+02 2.2387e+02 -7.0000e+00 7.4294e+01 5.5777e+00 2.3839e+00 5.6614e+00 2.0874e+00 3.6876e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.3905e+02 3.5885e+00 3.7707e+01 4.3963e+00 5.1603e+00 1.9632e+00
2.2387e+02 2.2387e+02 -7.0000e+00 3.9858e+01 6.1566e+00 3.6099e+00 5.9937e+00 2.7026e+00 3.7402e+00
2.2387e+02 2.2387e+02 -7.0000e+00 3.1788e+02 5.8122e+00 1.8095e+01 5.7080e+00 2.9258e+00 2.7593e+00
2.2387e+02 2.2387e+02 -7.0000e+00 7.0117e+01 4.0776e+00 4.2672e+00 4.2048e+00 1.2307e+00 2.5670e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.5126e+03 6.1903e+00 2.3266e+01 6.2803e+00 6.4325e+00 4.5072e+00
2.2387e+02 2.2387e+02 -7.0000e+00 5.7068e+02 3.6846e+00 1.8695e+01 4.2372e+00 5.5135e+00 3.2807e+00
2.2387e+02 2.2387e+02 -7.0000e+00 7.6871e+02 7.9814e+00 2.1102e+01 7.9829e+00 6.7526e+00 3.5751e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.0700e+01 5.2529e+00 2.8086e+00 5.2238e+00 2.2250e+00 2.7312e+00
2.2387e+02 2.2387e+02 -7.0000e+00 5.6277e+02 4.3724e+00 2.3637e+01 4.3933e+00 1.0295e+00 2.4327e+00
2.5119e+02 2.5119e+02 -8.0000e+00 2.7859e+03 5.2284e+00 2.5181e+01 5.2858e+00 7.2224e+00 3.7772e+00
2.5119e+02 2.5119e+02 -8.0000e+00 4.5724e+02 3.3643e+00 2.4813e+01 3.9389e+00 4.3747e+00 2.2386e+00
2.5119e+02 2.5119e+02 -8.0000e+00 3.2046e+02 6.4237e+00 5.0147e+00 6.9151e+00 3.3663e+00 3.9841e+00
2.5119e+02 2.5119e+02 -8.0000e+00 4.8556e+03 1.8810e+02 1.5715e+02 1.6028e+02 1.0722e+01 2.7837e+00
2.5119e+02 2.5119e+02 -8.0000e+00 2.1248e+03 1.5709e+01 2.5801e+01 1.5390e+01 2.9097e+00 3.9706e+00
2.5119e+02 2.5119e+02 -8.0000e+00 3.5122e+01 6.6056e+00 2.8433e+00 6.9445e+00 2.6799e+00 3.5887e+00
2.5119e+02 2.5119e+02 -8.0000e+00 9.8622e+01 4.7672e+00 3.8041e+00 5.1049e+00 2.8072e+00 4.0410e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.3438e+02 5.1845e+00 4.9839e+00 5.2196e+00 1.8741e+00 3.5896e+00
2.5119e+02 2.5119e+02 -8.0000e+00 3.7047e+02 4.2002e+00 2.6151e+01 4.3810e+00 6.0347e+00 3.9562e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.8875e+02 7.0982e+00 1.1030e+01 7.0134e+00 2.2684e+00 3.7581e+00
2.8184e+02 2.8184e+02 -9.0000e+00 2.9680e+02 5.6271e+00 3.9557e+00 6.3987e+00 2.9378e+00 4.1328e+00
2.8184e+02 2.8184e+02 -9.0000e+00 9.9677e+01 4.9447e+00 5.1675e+00 4.9510e+00 2.7492e+00 4.3853e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.2041e+03 6.2975e+00 7.2612e+01 6.3982e+00 1.5030e+00 4.6249e+00
2.8184e+02 2.8184e+02 -9.0000e+00 4.7784e+01 7.0046e+00 2.7511e+00 7.0916e+00 3.0016e+00 4.7051e+00
2.8184e+02 2.8184e+02 -9.0000e+00 2.7297e+02 9.4985e+00 4.9589e+00 9.3914e+00 3.4577e+00 6.7576e+00
2.8184e+02 2.8184e+02 -9.0000e+00 2.3053e+02 5.1776e+00 3.4179e+00 5.2424e+00 2.9325e+00 3.2849e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.0749e+02 7.4159e+00 2.9278e+00 7.3722e+00 2.5073e+00 4.4995e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.0055e+03 6.7354e+00 4.3052e+01 7.1823e+00 5.9926e+00 5.3678e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.3496e+03 8.8790e+00 4.3237e+01 8.4783e+00 8.4944e+00 3.5327e+00
2.8184e+02 2.8184e+02 -9.0000e+00 3.1689e+04 6.6126e+01 1.2759e+02 9.5669e+01 2.3640e+01 5.3549e+00
3.1623e+02 3.1623e+02 -1.0000e+01 9.3675e+01 7.3353e+00 2.8294e+00 8.0823e+00 2.6464e+00 4.1777e+00
3.1623e+02 3.1623e+02 -1.0000e+01 9.1846e+03 3.1671e+02 3.0069e+02 3.0486e+02 7.5377e+00 4.1299e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.8297e+03 6.9170e+00 4.0827e+01 7.3731e+00 1.2091e+00 7.0348e+00
3.1623e+02 3.1623e+02 -1.0000e+01 6.9100e+01 8.1390e+00 3.1453e+00 8.4890e+00 3.2210e+00 4.9377e+00
3.1623e+02 3.1623e+02 -1.0000e+01 1.0486e+03 1.4149e+01 1.0008e+02 1.1335e+01 3.2492e+01 4.4234e+00
3.1623e+02 3.1623e+02 -1.0000e+01 1.6730e+02 7.1838e+00 1.0469e+01 7.6298e+00 4.3844e+00 5.4219e+00
3.1623e+02 3.1623e+02 -1.0000e+01 4.2315e+02 8.9264e+00 2.0718e+01 9.6448e+00 5.6483e+00 4.0538e+00
3.1623e+02 3.1623e+02 -1.0000e+01 1.4055e+03 9.5670e+00 3.0083e+01 9.1028e+00 1.3118e+00 8.3086e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.4352e+01 1.9824e+02 4.0985e+01 5.4156e+01 1.1220e+01 5.0058e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.9440e+02 1.0640e+01 6.5518e+00 1.0884e+01 4.4729e+00 5.8944e+00
3.5481e+02 3.5481e+02 -1.1000e+01 3.4592e+02 1.2300e+01 5.8743e+00 1.2354e+01 4.4912e+00 9.4879e+00
3.5481e+02 3.5481e+02 -1.1000e+01 4.1662e+03 7.9154e+00 3.5115e+01 7.5056e+00 1.4738e+00 6.2833e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.0901e+02 6.3030e+00 3.9133e+00 6.2670e+00 3.8148e+00 5.7475e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.5544e+03 1.3041e+01 6.4383e+01 1.3219e+01 8.9750e+00 1.0185e+01
3.5481e+02 3.5481e+02 -1.1000e+01 1.5824e+03 1.0937e+01 2.4809e+01 1.0839e+01 2.4803e+00 4.0005e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.1944e+02 8.6828e+00 1.0147e+01 8.7774e+00 4.1337e+00 5.9013e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.2428e+04 1.2062e+03 2.2324e+02 2.4885e+02 3.2439e+01 7.2235e+00
3.5481e+02 3.5481e+02 -1.1000e+01 6.5767e+03 5.5814e+01 1.2737e+02 5.2664e+01 2.1347e+01 4.7969e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.9571e+02 9.8549e+00 4.0069e+00 1.0035e+01 3.4763e+00 7.4912e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.6152e+03 8.8132e+00 3.8027e+01 9.6539e+00 3.0758e+00 5.8058e+00
3.9811e+02 3.9811e+02 -1.2000e+01 1.3618e+02 1.1880e+01 8.7063e+00 1.1900e+01 5.6672e+00 9.8169e+00
3.9811e+02 3.9811e+02 -1.2000e+01 1.5888e+02 1.3042e+01 4.0829e+00 1.2859e+01 4.0459e+00 9.3514e+00
3.9811e+02 3.9811e+02 -1.2000e+01 1.7648e+04 7.4686e+00 6.6958e+01 7.8979e+00 5.0702e+00 5.6973e+00
3.9811e+02 3.9811e+02 -1.2000e+01 3.3232e+02 2.3690e+01 6.1771e+01 2.4033e+01 1.9541e+01 1.3265e+01
3.9811e+02 3.9811e+02 -1.2000e+01 1.3605e+03 8.3051e+00 4.3913e+01 8.5378e+00 4.2570e+00 7.5760e+00
3.9811e+02 3.9811e+02 -1.2000e+01 3.2891e+02 9.7234e+00 6.2136e+00 9.3221e+00 4.3853e+00 9.4169e+00
3.9811e+02 3.9811e+02 -1.2000e+01 3.8382e+01 1.4319e+01 6.8088e+00 1.4130e+01 3.3913e+00 1.1142e+01
3.9811e+02 3.9811e+02 -1.2000e+01 5.2231e+02 1.0208e+01 4.3493e+00 1.0809e+01 3.0342e+00 8.8053e+00
3.9811e+02 3.9811e+02 -1.2000e+01 1.2896e+03 8.5957e+01 5.3411e+01 6.2339e+01 3.6680e+00 8.9462e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.3605e+04 1.1645e+03 7.3183e+02 8.4170e+02 3.9950e+01 1.4226e+01
4.4668e+02 4.4668e+02 -1.3000e+01 3.4151e+02 1.1882e+01 5.6653e+00 1.1872e+01 4.6287e+00 1.1236e+01
4.4668e+02 4.4668e+02 -1.3000e+01 4.9751e+02 1.1317e+01 8.6032e+00 1.1110e+01 5.9683e+00 1.1529e+01
4.4668e+02 4.4668e+02 -1.3000e+01 8.5708e+02 5.4312e+01 3.9116e+01 4.0528e+01 7.9741e+00 8.8538e+00
4.4668e+02 4.4668e+02 -1.3000e+01 8.1977e+01 1.1261e+01 1.6961e+01 1.1502e+01 7.0798e+00 1.1106e+01
4.4668e+02 4.4668e+02 -1.3000e+01 5.2888e+03 1.2916e+01 4.5531e+01 1.2909e+01 1.3315e+01 8.7760e+00
4.4668e+02 4.4668e+02 -1.3000e+01 6.2907e+02 3.4969e+01 5.1218e+01 4.4390e+01 9.3563e+00 1.1204e+01
4.4668e+02 4.4668e+02 -1.3000e+01 7.9866e+01 1.2875e+01 1.2975e+01 1.3158e+01 4.9482e+00 1.0461e+01
4.4668e+02 4.4668e+02 -1.3000e+01 1.4691e+02 1.1110e+01 7.4568e+00 1.1068e+01 4.8030e+00 1.0611e+01
4.4668e+02 4.4668e+02 -1.3000e+01 4.3666e+01 1.0182e+01 4.9538e+00 1.0222e+01 4.7732e+00 1.0315e+01
4.4668e+02 4.4668e+02 -1.3000e+01 6.2088e+01 1.4180e+01 3.8518e+00 1.4247e+01 3.7923e+00 1.4028e+01
5.0119e+02 5.0119e+02 -1.4000e+01 1.0976e+04 3.6684e+02 1.0682e+02 6.4801e+01 3.1445e+01 8.9260e+00
5.0119e+02 5.0119e+02 -1.4000e+01 4.6816e+03 1.3075e+01 1.1776e+02 1.3218e+01 1.3372e+01 1.0973e+01
5.0119e+02 5.0119e+02 -1.4000e+01 2.3401e+02 1.9135e+01 6.1881e+00 1.8812e+01 5.2570e+00 1.5838e+01
5.0119e+02 5.0119e+02 -1.4000e+01 3.5301e+02 1.5727e+01 3.9575e+00 1.5176e+01 4.3049e+00 1.2937e+01
5.0119e+02 5.0119e+02 -1.4000e+01 4.4347e+02 1.4812e+01 1.3779e+01 1.5233e+01 4.7796e+00 1.2317e+01
5.0119e+02 5.0119e+02 -1.4000e+01 1.7117e+02 1.2762e+01 6.2252e+00 1.2444e+01 4.2874e+00 1.0135e+01
5.0119e+02 5.0119e+02 -1.4000e+01 2.1409e+02 2.3407e+01 6.4234e+00 2.3030e+01 7.2037e+00 1.8977e+01
5.0119e+02 5.0119e+02 -1.4000e+01 1.0872e+03 1.4215e+01 4.9819e+01 1.4371e+01 1.0731e+01 9.4521e+00
5.0119e+02 5.0119e+02 -1.4000e+01 9.1964e+01 1.1157e+01 4.2472e+00 1.1143e+01 3.9120e+00 1.0676e+01
5.0119e+02 5.0119e+02 -1.4000e+01 1.0713e+03 1.3504e+01 7.4263e+00 1.3078e+01 3.6886e+00 1.0218e+01
5.6234e+02 5.6234e+02 -1.5000e+01 1.2071e+03 6.1366e+01 4.1196e+01 6.3929e+01 6.3482e+00 1.4959e+01
5.6234e+02 5.6234e+02 -1.5000e+01 1.8675e+02 1.7371e+01 3.0337e+01 1.7061e+01 7.6160e+00 1.3978e+01
5.6234e+02 5.6234e+02 -1.5000e+01 5.9895e+02 1.3416e+01 6.0783e+01 1.3586e+01 8.0667e+00 1.3009e+01
5.6234e+02 5.6234e+02 -1.5000e+01 2.8633e+02 1.7528e+01 1.2502e+01 1.7478e+01 5.7918e+00 1.9301e+01
5.6234e+02 5.6234e+02 -1.5000e+01 1.5685e+02 1.3161e+01 4.9229e+01 1.3187e+01 4.5603e+00 1.2770e+01
5.6234e+02 5.6234e+02 -1.5000e+01 4.8902e+01 1.1373e+01 6.8707e+00 1.1386e+01 6.7764e+00 1.2792e+01
5.6234e+02 5.6234e+02 -1.5000e+01 2.8441e+02 9.4992e+00 3.1681e+01 9.4648e+00 1.7932e+00 1.1014e+01
5.6234e+02 5.6234e+02 -1.5000e+01 7.7465e+01 1.4664e+01 6.9110e+01 1.4057e+01 1.8835e+01 1.2437e+01
5.6234e+02 5.6234e+02 -1.5000e+01 1.9212e+02 1.8691e+01 5.0445e+00 1.8375e+01 3.5990e+00 1.8019e+01
5.6234e+02 5.6234e+02 -1.5000e+01 1.1533e+04 1.5025e+03 1.7907e+03 2.0254e+03 2.7400e+01 1.0203e+01
6.3096e+02 6.3096e+02 -1.6000e+01 2.0584e+02 2.0604e+01 6.0314e+00 2.0146e+01 4.6765e+00 1.9972e+01
6.3096e+02 6.3096e+02 -1.6000e+01 5.9267e+02 1.8704e+01 1.6002e+01 1.7747e+01 6.5680e+00 1.5018e+01
6.3096e+02 6.3096e+02 -1.6000e+01 5.2335e+01 4.5518e+01 5.4444e+00 2.1476e+01 5.3481e+00 1.8037e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.0803e+01 1.5464e+01 4.8307e+00 1.5552e+01 5.0800e+00 1.4230e+01
6.3096e+02 6.3096e+02 -1.6000e+01 6.9719e+03 1.3169e+03 1.2218e+03 1.3226e+03 2.5328e+00 1.7564e+01
6.3096e+02 6.3096e+02 -1.6000e+01 2.6920e+02 2.9121e+02 9.7255e+01 3.0670e+02 5.5741e+00 2.3977e+01
6.3096e+02 6.3096e+02 -1.6000e+01 1.9138e+02 1.8717e+01 2.3171e+01 1.8481e+01 9.2058e+00 1.5532e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.7401e+03 1.8190e+01 1.0608e+02 1.8192e+01 5.5503e+00 1.6507e+01
6.3096e+02 6.3096e+02 -1.6000e+01 7.1027e+01 1.9002e+01 1.9523e+01 1.8204e+01 7.9092e+00 1.7276e+01
6.3096e+02 6.3096e+02 -1.6000e+01 8.1894e+02 2.7418e+01 5.9628e+01 2.7530e+01 1.1037e+01 1.6300e+01
7.0795e+02 7.0795e+02 -1.7000e+01 2.4748e+02 1.9633e+01 4.1264e+00 1.9778e+01 4.4408e+00 1.7853e+01
7.0795e+02 7.0795e+02 -1.7000e+01 9.5656e+02 4.9163e+02 2.3681e+01 3.3197e+01 4.5796e+00 2.6618e+01
7.0795e+02 7.0795e+02 -1.7000e+01 5.1653e+02 2.0749e+01 1.3122e+01 2.3023e+01 7.7337e+00 1.6436e+01
