# noise_perc_th noise_perc SNR_dB SINDy_ku0_f1 SINDy_ku0_f2 SINDy_f1 SINDy_f2 SINDy_Sym_f1 SINDy_Sym_f2 SINDy_Sym_f1_SR SINDy_Sym_f2_SR Poly_f1 Poly_f2 Param_f1 Param_f2
1.7783e+02 1.7783e+02 -5.0000e+00 2.1247e+00 7.4268e-01 1.4769e+04 1.2373e+00 4.7102e+02 7.9598e-01 4.7087e+02 6.0105e-01 4.1263e+01 1.3872e+00 2.0801e+00 3.2477e-01
1.7783e+02 1.7783e+02 -5.0000e+00 1.0434e+00 9.1626e-01 1.0931e+02 1.4190e+00 4.3567e+00 1.0218e+00 4.3280e+00 5.9832e-01 6.4256e+00 1.4090e+00 1.4451e+00 6.8856e-01
1.7783e+02 1.7783e+02 -5.0000e+00 1.0059e+00 1.1932e+00 5.2640e+01 1.5672e+00 4.5606e+00 1.2764e+00 4.4592e+00 1.3073e+00 1.2684e+00 1.4471e+00 1.0078e+00 1.2150e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.1656e+00 1.4219e+00 1.8777e+02 1.7174e+00 7.3000e+00 1.2903e+00 7.2995e+00 1.2206e+00 2.7080e+00 1.7245e+00 1.2886e+00 1.2044e+00
1.7783e+02 1.7783e+02 -5.0000e+00 1.0747e+00 9.3281e-01 4.5399e+01 2.3520e+00 4.6483e+01 7.6021e-01 4.6458e+01 5.6009e-01 9.6934e+00 1.9655e+00 1.2878e+00 4.3422e-01
1.7783e+02 1.7783e+02 -5.0000e+00 1.0547e+00 6.9629e-01 1.0578e+02 1.1549e+00 2.7425e+01 7.3804e-01 2.7376e+01 7.0401e-01 3.3181e+00 1.1968e+00 6.2713e-01 8.3684e-01
1.9953e+02 1.9953e+02 -6.0000e+00 1.4881e+00 1.6924e+00 1.3835e+02 2.4864e+00 8.5195e+01 1.8926e+00 8.5198e+01 1.8614e+00 8.7037e+00 2.4858e+00 6.1415e-01 1.7969e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.3378e+00 1.9296e+00 2.5071e+01 2.1476e+00 8.1572e+01 1.8837e+00 7.8874e+01 1.7090e+00 9.5448e+00 2.1371e+00 2.2778e+00 1.9209e+00
1.9953e+02 1.9953e+02 -6.0000e+00 2.3055e+00 1.7567e+00 3.8093e+04 2.5482e+00 3.4892e+02 1.9494e+00 3.4887e+02 1.6475e+00 6.9150e+01 2.4535e+00 7.8627e+00 1.3859e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.2134e+00 1.5966e+00 2.2466e+01 2.0541e+00 7.9033e+01 1.5424e+00 7.8745e+01 1.3517e+00 6.9061e+00 2.0099e+00 1.4458e+00 9.4198e-01
1.9953e+02 1.9953e+02 -6.0000e+00 2.2246e+00 1.3004e+00 3.1498e+03 4.6470e+00 5.0981e+01 1.9195e+00 5.0980e+01 1.7606e+00 2.4222e+01 4.0791e+00 6.3444e-01 8.2260e-01
1.9953e+02 1.9953e+02 -6.0000e+00 3.6663e+00 2.2297e+00 4.2344e+04 2.1202e+00 3.8332e+02 2.0316e+00 3.8251e+02 1.5226e+00 5.3452e+01 2.1339e+00 1.8977e+01 1.4467e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.1199e+00 1.8626e+00 1.4465e+02 2.7051e+00 3.6906e+01 1.8140e+00 3.6805e+01 1.3447e+00 2.1176e+00 2.4675e+00 8.7001e-01 1.8638e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.1615e+00 9.9267e-01 7.1886e+01 1.4154e+00 3.4166e+00 1.0051e+00 3.1354e+00 6.8021e-01 4.7643e+00 1.4149e+00 1.5270e+00 9.6530e-01
1.9953e+02 1.9953e+02 -6.0000e+00 1.1078e+00 1.6500e+00 1.1975e+02 2.3649e+00 1.4930e+01 1.5595e+00 1.4898e+01 1.2679e+00 3.1710e+00 2.2688e+00 1.0619e+00 1.4660e+00
1.9953e+02 1.9953e+02 -6.0000e+00 1.0419e+00 1.7224e+00 3.9270e+01 2.5844e+00 1.7064e+00 1.8251e+00 1.4552e+00 1.7562e+00 2.0087e+00 2.5896e+00 9.8459e-01 1.7211e+00
2.2387e+02 2.2387e+02 -7.0000e+00 1.1969e+00 2.2197e+00 1.5833e+02 2.4690e+00 2.5480e+01 2.2002e+00 2.5150e+01 2.1751e+00 1.7388e+00 2.5126e+00 1.2811e+00 2.0638e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.0322e+00 2.9825e+00 9.9246e+02 2.9346e+00 2.0184e+00 2.6823e+00 2.1242e+00 2.3286e+00 2.2446e+01 3.1557e+00 3.8405e+00 2.1821e+00
2.2387e+02 2.2387e+02 -7.0000e+00 1.1039e+00 1.5234e+00 5.5758e+00 2.7490e+00 3.4039e+00 1.7472e+00 3.5119e+00 1.4859e+00 1.6311e+00 2.6691e+00 1.1632e+00 2.2447e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.0316e+00 2.0236e+00 4.9947e+03 1.8048e+00 2.1380e+02 1.7199e+00 2.1351e+02 1.6996e+00 2.9047e+01 1.7980e+00 4.7821e+00 1.6266e+00
2.2387e+02 2.2387e+02 -7.0000e+00 3.0385e+00 1.0723e+01 2.6152e+03 1.9723e+02 5.9474e+02 1.3179e+01 5.9474e+02 1.1465e+01 1.7203e+02 1.5126e+02 9.1333e+00 6.3589e+00
2.2387e+02 2.2387e+02 -7.0000e+00 1.1788e+00 1.4349e+00 8.1391e+01 2.5198e+00 1.1948e+01 1.6968e+00 1.1936e+01 1.6662e+00 1.8845e+00 2.2960e+00 1.3511e+00 1.6027e+00
2.2387e+02 2.2387e+02 -7.0000e+00 1.3338e+00 2.1871e+00 3.5614e+01 2.4470e+00 1.0330e+01 2.1887e+00 1.0294e+01 2.1205e+00 1.5630e+00 2.5420e+00 8.4274e-01 2.1729e+00
2.2387e+02 2.2387e+02 -7.0000e+00 2.9394e+00 1.7916e+00 5.1803e+03 1.9735e+00 4.6158e+02 1.5165e+00 4.6158e+02 8.6702e-01 4.1149e+01 1.8879e+00 4.9260e+00 8.5276e-01
2.2387e+02 2.2387e+02 -7.0000e+00 1.2743e+00 1.1684e+00 5.5831e+01 1.9710e+00 1.6106e+01 1.3288e+00 1.6095e+01 1.3289e+00 2.5245e+00 2.1673e+00 1.3292e+00 9.0189e-01
2.2387e+02 2.2387e+02 -7.0000e+00 1.6677e+00 2.4359e+00 1.0588e+01 2.9000e+00 3.6013e+01 2.4502e+00 3.5805e+01 2.2173e+00 2.7525e+00 2.9147e+00 1.5519e+00 2.0633e+00
2.5119e+02 2.5119e+02 -8.0000e+00 3.3206e+00 1.1688e+01 2.2523e+04 8.0097e+02 7.0453e+02 1.3071e+01 7.0453e+02 1.2957e+01 6.9754e+02 8.0116e+02 9.9613e+00 1.0685e+01
2.5119e+02 2.5119e+02 -8.0000e+00 1.7072e+00 3.0696e+00 1.8801e+02 4.1047e+00 9.5681e-01 2.9314e+00 9.5681e-01 2.7496e+00 1.2811e+01 4.1646e+00 2.2149e+00 2.2784e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.5618e+00 1.7102e+00 4.6427e+01 1.8435e+00 9.3305e+00 1.6839e+00 9.1792e+00 1.5013e+00 1.7807e+00 2.1269e+00 1.4639e+00 1.6634e+00
2.5119e+02 2.5119e+02 -8.0000e+00 2.1601e+00 2.5760e+00 7.3583e+02 2.6635e+00 1.7345e+02 2.5365e+00 1.7336e+02 2.0214e+00 3.0925e+01 2.3962e+00 6.2175e+00 7.8830e-01
2.5119e+02 2.5119e+02 -8.0000e+00 2.9126e+00 9.2655e+00 4.9973e+02 4.1577e+00 8.6479e+02 3.2209e+00 8.6474e+02 3.1737e+00 5.6444e+01 3.9250e+00 2.8609e+00 1.6465e+00
2.5119e+02 2.5119e+02 -8.0000e+00 4.1526e+00 4.7699e+00 1.2058e+04 5.3777e+00 2.0421e+02 5.0558e+00 2.0421e+02 4.0388e+00 3.8948e+01 5.4818e+00 4.3432e+00 3.6518e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.2921e+00 2.3875e+00 5.1187e+01 2.7644e+00 3.7782e+01 2.4635e+00 3.7774e+01 2.2866e+00 7.7899e+00 2.7617e+00 1.9006e+00 2.1141e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.4118e+00 4.6726e+00 7.6182e+01 5.1672e+00 9.2129e+01 4.7448e+00 9.1351e+01 4.7006e+00 3.7319e+00 4.9462e+00 1.9558e+00 4.8026e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.3800e+00 1.4434e+00 1.3374e+01 2.6508e+00 1.7326e+01 1.4564e+00 1.7321e+01 1.3178e+00 3.3940e+00 2.5650e+00 1.7430e+00 1.1531e+00
2.5119e+02 2.5119e+02 -8.0000e+00 1.8760e+00 1.8128e+00 2.2865e+02 2.6749e+00 6.4619e+01 2.2725e+00 6.4431e+01 2.2216e+00 1.5187e+01 2.6484e+00 3.6922e-01 2.2340e+00
2.8184e+02 2.8184e+02 -9.0000e+00 3.4640e+00 8.5781e+00 2.1427e+03 2.0142e+01 4.9358e+02 7.5840e+01 4.9359e+02 7.4533e+01 4.3232e+01 1.8231e+01 8.3479e+00 1.5603e+01
2.8184e+02 2.8184e+02 -9.0000e+00 1.5157e+00 3.3616e+00 9.6482e+01 4.4481e+00 7.8884e+01 3.4974e+00 7.8317e+01 3.4288e+00 2.0811e+00 4.2159e+00 1.5968e+00 2.8623e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.6306e+00 3.4153e+00 1.2767e+02 3.8617e+00 4.9649e+01 3.4473e+00 4.9155e+01 3.3250e+00 2.3914e+00 3.8659e+00 1.7905e+00 3.3592e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.4822e+00 2.6927e+00 2.4583e+02 7.6116e+00 4.5790e+01 2.8164e+00 4.5786e+01 2.6491e+00 1.1366e+01 6.7641e+00 2.3724e+00 1.8566e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.8830e+00 2.4108e+00 4.2311e+02 2.9947e+00 5.2624e+01 2.6544e+00 5.2460e+01 2.6694e+00 2.6911e+00 3.0667e+00 1.8934e+00 2.6107e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.8624e+00 3.2489e+00 1.4074e+02 6.6134e+00 1.0048e+02 3.0860e+00 9.9966e+01 3.0669e+00 6.2590e+00 6.6116e+00 1.9191e+00 2.4704e+00
2.8184e+02 2.8184e+02 -9.0000e+00 2.7907e+00 2.8824e+00 7.0879e+03 3.9660e+02 3.3420e+02 5.6318e+01 3.3420e+02 5.3889e+01 4.0512e+02 4.5188e+02 5.2687e-01 9.0910e+00
2.8184e+02 2.8184e+02 -9.0000e+00 2.8571e+00 1.3975e+01 1.9806e+03 5.0247e+01 8.6661e+01 3.5935e+01 8.6661e+01 3.4243e+01 7.3988e+01 4.3738e+01 4.4504e+00 1.3329e+01
2.8184e+02 2.8184e+02 -9.0000e+00 1.8788e+00 3.1198e+00 2.6732e+02 2.8971e+00 2.5608e+02 2.7891e+00 2.5596e+02 2.7073e+00 3.0597e+01 2.9385e+00 3.4405e+00 2.7305e+00
2.8184e+02 2.8184e+02 -9.0000e+00 1.6511e+00 1.8313e+00 3.5504e+01 2.5503e+00 2.5479e+01 1.9539e+00 2.5274e+01 1.8965e+00 1.8658e+00 2.7024e+00 1.6273e+00 1.7027e+00
3.1623e+02 3.1623e+02 -1.0000e+01 2.1890e+00 4.2853e+00 9.6168e+01 5.0393e+00 4.2773e+01 4.4265e+00 4.2773e+01 4.2889e+00 1.8887e+01 4.9466e+00 2.2574e+00 3.9370e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.0125e+00 1.8922e+00 3.7950e+02 3.1752e+00 3.5075e+02 1.6713e+00 3.5075e+02 1.5471e+00 3.4332e+01 3.1574e+00 7.6072e+00 1.3346e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.0974e+00 5.2926e+00 5.0415e+03 5.3460e+00 6.2330e+02 5.0720e+00 6.2330e+02 4.7545e+00 4.2349e+01 6.0904e+00 2.4050e+00 2.4639e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.3927e+00 4.9641e+00 2.9696e+03 4.8911e+00 5.6524e+02 4.7228e+00 5.6523e+02 4.8880e+00 4.7798e+01 4.9163e+00 8.8640e+00 5.0209e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.3811e+00 3.2177e+00 4.1232e+03 4.3255e+00 6.2111e+02 3.5638e+00 6.2116e+02 3.2927e+00 5.2635e+01 4.3358e+00 2.4410e+00 3.2784e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.2770e+00 3.7253e+00 2.6561e+03 4.2871e+00 6.2176e+02 4.1506e+00 6.2176e+02 4.1093e+00 3.4642e+01 4.2832e+00 1.1256e+00 4.0348e+00
3.1623e+02 3.1623e+02 -1.0000e+01 1.8027e+00 2.2594e+00 1.1425e+02 3.5128e+00 4.1419e+01 2.4817e+00 4.1196e+01 2.3427e+00 2.1177e+00 3.4685e+00 1.7893e+00 1.9608e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.1237e+00 3.2203e+00 3.8834e+03 9.5048e+00 2.8005e+02 2.9629e+00 2.8002e+02 2.8788e+00 5.5859e+01 1.0371e+01 6.0674e+00 2.4138e+00
3.1623e+02 3.1623e+02 -1.0000e+01 1.9805e+00 3.3385e+00 1.5922e+02 3.2858e+00 1.3717e+02 3.1416e+00 1.3670e+02 3.0016e+00 1.0124e+01 3.2717e+00 2.9536e+00 3.4491e+00
3.1623e+02 3.1623e+02 -1.0000e+01 3.8428e+00 3.5350e+00 4.0967e+03 3.8688e+00 9.0548e+02 3.3190e+00 9.0548e+02 3.2518e+00 5.4257e+01 3.9759e+00 1.0055e+01 2.8795e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.1710e+00 1.7881e+01 5.5202e+01 1.7629e+01 1.0512e+02 1.7190e+01 1.0481e+02 1.7021e+01 1.9157e+01 1.7161e+01 3.0800e+00 1.4794e+01
3.5481e+02 3.5481e+02 -1.1000e+01 2.7120e+00 3.8011e+00 1.4511e+02 4.4465e+00 1.8868e+01 3.5983e+00 1.8837e+01 3.5254e+00 2.9594e+01 4.6511e+00 4.9387e+00 3.1732e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.4234e+00 3.9197e+00 5.1409e+02 4.4981e+00 7.9351e+01 3.5473e+00 7.9351e+01 3.4416e+00 6.7985e+00 4.3592e+00 1.4229e+00 3.1900e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.8574e+00 2.3146e+00 2.4240e+02 3.1468e+00 1.9070e+01 2.4915e+00 1.9158e+01 2.3947e+00 2.1884e+00 3.2773e+00 1.8563e+00 2.4362e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.9501e+00 8.3583e+00 1.4678e+03 1.0376e+01 3.9749e+01 8.8863e+00 3.9757e+01 8.7001e+00 3.7484e+01 9.9782e+00 5.4776e+00 8.2051e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.8033e+00 3.9464e+00 9.2727e+01 5.0639e+00 9.7980e+01 3.7904e+00 9.6100e+01 3.6577e+00 2.2167e+00 5.0731e+00 2.0564e+00 3.8929e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.9936e+00 3.4672e+00 4.8009e+01 4.3194e+00 6.9066e+01 3.2473e+00 6.8803e+01 2.9963e+00 1.3775e+01 4.5594e+00 2.7977e+00 3.3772e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.1293e+00 4.3547e+00 2.7797e+02 5.6479e+00 9.5639e+00 5.0512e+00 9.5638e+00 4.9802e+00 7.4937e+00 5.6275e+00 1.1733e+00 4.7836e+00
3.5481e+02 3.5481e+02 -1.1000e+01 2.6319e+00 3.2674e+00 4.1497e+02 3.4309e+00 2.5360e+01 2.8778e+00 2.5368e+01 2.6825e+00 1.7088e+01 3.6140e+00 5.9923e-01 2.7805e+00
3.5481e+02 3.5481e+02 -1.1000e+01 1.9039e+00 3.7792e+00 1.4819e+02 4.5938e+00 5.0326e+01 3.7366e+00 4.7209e+01 3.6749e+00 3.8516e+00 4.6034e+00 1.6683e+00 4.7400e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.4092e+00 3.0262e+00 7.0949e+02 4.5356e+00 4.1533e+02 3.2481e+00 4.1472e+02 3.1970e+00 3.1926e+01 4.4098e+00 2.7614e-01 3.0831e+00
3.9811e+02 3.9811e+02 -1.2000e+01 4.4207e+00 1.2622e+01 1.6708e+03 2.6969e+02 2.1116e+02 1.8472e+01 2.1111e+02 1.7020e+01 3.2793e+02 3.1322e+02 9.8084e+00 2.0155e+01
3.9811e+02 3.9811e+02 -1.2000e+01 2.1817e+00 5.5327e+00 3.9403e+02 5.6101e+00 7.7286e+01 5.5162e+00 7.6823e+01 5.4797e+00 5.2959e+00 6.0797e+00 2.6541e+00 5.9530e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.5637e+00 5.3799e+00 2.0106e+02 5.9399e+00 1.4387e+02 5.3781e+00 1.4384e+02 5.2866e+00 1.3230e+01 6.2314e+00 4.4342e+00 6.3916e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.9705e+00 5.5955e+00 4.9189e+02 5.6466e+00 1.6209e+02 5.7896e+00 1.6208e+02 5.7031e+00 3.5905e+01 5.6132e+00 5.3321e-01 5.2725e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.1949e+00 7.4727e+00 1.9451e+02 7.4516e+00 7.0994e+01 7.5697e+00 7.0994e+01 7.3584e+00 3.1755e+00 7.5799e+00 1.5418e+00 5.8020e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.0504e+00 3.2116e+00 1.2315e+02 4.4958e+00 8.9091e+01 3.3053e+00 8.9055e+01 3.2011e+00 2.9322e+00 4.4448e+00 1.8177e+00 2.7405e+00
3.9811e+02 3.9811e+02 -1.2000e+01 2.3163e+00 1.6805e+00 9.0595e+01 2.6278e+00 6.8627e+01 1.6811e+00 6.8659e+01 1.6371e+00 4.3453e+00 2.3350e+00 2.6542e+00 1.7260e+00
3.9811e+02 3.9811e+02 -1.2000e+01 5.5504e+00 6.1900e+01 6.3168e+03 1.1898e+04 3.9891e+03 9.7471e+03 3.9890e+03 9.7468e+03 8.2953e+03 1.1139e+04 1.9838e-01 1.3025e+02
3.9811e+02 3.9811e+02 -1.2000e+01 3.2650e+00 8.6051e+00 3.7246e+02 7.2619e+00 1.7204e+02 8.4693e+00 1.7200e+02 8.4280e+00 3.6038e+01 8.0696e+00 1.4957e-01 7.2849e+00
4.4668e+02 4.4668e+02 -1.3000e+01 6.1300e+00 5.2826e+01 6.9612e+03 3.1874e+02 1.5193e+03 6.5732e+01 1.5193e+03 4.8757e+01 2.9746e+02 3.2634e+02 2.0128e+01 9.5521e+01
4.4668e+02 4.4668e+02 -1.3000e+01 2.5387e+00 1.7752e+01 7.3319e+01 1.8421e+01 1.4992e+01 1.7875e+01 1.4980e+01 1.8025e+01 3.6492e+00 1.8981e+01 2.4596e+00 1.9143e+01
4.4668e+02 4.4668e+02 -1.3000e+01 2.1852e+00 6.9284e+00 1.9058e+02 6.5130e+00 6.4052e+01 6.7705e+00 6.3752e+01 6.7245e+00 1.9324e+00 6.9545e+00 2.2369e+00 6.3035e+00
4.4668e+02 4.4668e+02 -1.3000e+01 2.6585e+00 2.2925e+01 7.8505e+01 2.2614e+01 4.0809e+01 2.2640e+01 4.0753e+01 2.2979e+01 5.1457e+00 2.2117e+01 2.3976e+00 2.3176e+01
4.4668e+02 4.4668e+02 -1.3000e+01 2.5233e+00 4.5820e+00 9.8828e+01 5.7507e+00 5.2423e+01 4.5643e+00 5.2402e+01 4.4376e+00 1.2310e+01 5.7844e+00 3.4518e+00 3.8245e+00
4.4668e+02 4.4668e+02 -1.3000e+01 2.6594e+00 1.3167e+01 2.1690e+02 1.2913e+01 1.3694e+02 1.2618e+01 1.3694e+02 1.2638e+01 2.2546e+01 1.3058e+01 4.7935e+00 1.4069e+01
4.4668e+02 4.4668e+02 -1.3000e+01 2.8643e+00 3.5758e+00 2.6383e+02 4.2146e+00 9.1523e+01 3.7555e+00 9.1533e+01 3.3439e+00 1.2485e+01 4.2224e+00 1.0173e+00 3.1764e+00
4.4668e+02 4.4668e+02 -1.3000e+01 2.6299e+00 7.0784e+00 8.5165e+01 8.3666e+00 5.9061e+01 7.2586e+00 5.9061e+01 7.1823e+00 4.0547e+00 8.2473e+00 1.9762e+00 7.1475e+00
4.4668e+02 4.4668e+02 -1.3000e+01 2.7254e+00 1.0828e+01 2.0194e+02 1.0871e+01 1.4406e+02 1.1219e+01 1.4406e+02 1.1185e+01 1.3162e+01 1.0867e+01 4.3841e+00 1.1337e+01
4.4668e+02 4.4668e+02 -1.3000e+01 2.5122e+00 1.1465e+01 8.8358e+01 1.1927e+01 1.0038e+02 1.1623e+01 1.0038e+02 1.1567e+01 5.5676e+00 1.2062e+01 3.0518e+00 1.2145e+01
5.0119e+02 5.0119e+02 -1.4000e+01 2.9334e+00 2.3898e+01 1.2342e+02 2.4520e+01 1.0175e+01 2.3682e+01 1.0208e+01 2.4141e+01 4.9295e+00 2.4076e+01 2.7693e+00 2.4783e+01
5.0119e+02 5.0119e+02 -1.4000e+01 5.9871e+00 1.1077e+01 3.2601e+03 1.1352e+01 8.5487e+02 9.9993e+00 8.5488e+02 9.6222e+00 1.0464e+02 1.1331e+01 2.0173e+01 8.0880e+00
5.0119e+02 5.0119e+02 -1.4000e+01 3.6113e+00 1.8271e+01 7.7338e+02 5.0734e+00 2.0157e+02 1.9114e+01 2.0133e+02 1.7491e+01 4.3663e+01 5.9830e+00 2.5106e+00 8.5172e+00
5.0119e+02 5.0119e+02 -1.4000e+01 4.9797e+00 1.7801e+01 7.9837e+03 2.0023e+01 9.9500e+02 1.7314e+01 9.9500e+02 1.7311e+01 6.4303e+01 1.9883e+01 1.4606e+00 1.7034e+01
5.0119e+02 5.0119e+02 -1.4000e+01 3.3453e+00 6.7903e+00 6.0683e+02 7.5139e+00 1.4393e+02 6.9184e+00 1.4405e+02 6.8720e+00 2.7681e+01 8.0488e+00 4.8327e+00 6.8102e+00
5.0119e+02 5.0119e+02 -1.4000e+01 4.1510e+00 2.2811e+01 1.1220e+02 2.1225e+01 1.9850e+02 1.1365e+02 1.9849e+02 1.1245e+02 5.3677e+01 2.1615e+01 4.1453e-01 3.4025e+01
5.0119e+02 5.0119e+02 -1.4000e+01 3.1852e+00 6.2618e+00 5.5526e+02 7.3684e+00 7.6733e+01 6.4032e+00 7.7070e+01 6.2792e+00 9.9792e+00 6.6605e+00 2.1109e+00 5.9674e+00
5.0119e+02 5.0119e+02 -1.4000e+01 3.0788e+00 2.8445e+01 1.4781e+02 2.7083e+01 6.5255e+01 2.6768e+01 6.3956e+01 2.6746e+01 1.3262e+01 2.6984e+01 1.0505e+00 2.8045e+01
5.0119e+02 5.0119e+02 -1.4000e+01 2.9059e+00 5.7843e+00 3.9436e+02 6.8677e+00 7.0305e+01 6.1560e+00 7.0305e+01 6.0006e+00 2.0098e+01 6.7466e+00 1.7300e+00 7.2196e+00
5.0119e+02 5.0119e+02 -1.4000e+01 3.6286e+00 5.6983e+00 3.8401e+02 8.3204e+00 1.9284e+02 5.3201e+00 1.9284e+02 3.9341e+00 6.0641e+01 8.3325e+00 6.6175e+00 5.8892e+00
5.6234e+02 5.6234e+02 -1.5000e+01 4.2553e+00 1.2422e+01 5.0302e+03 1.1505e+01 1.5248e+02 1.3271e+01 1.5248e+02 1.2774e+01 4.3726e+01 1.1551e+01 7.5454e+00 1.1099e+01
5.6234e+02 5.6234e+02 -1.5000e+01 3.1626e+00 9.3862e+00 4.5971e+02 9.7374e+00 2.4270e+00 9.4226e+00 2.4270e+00 9.3133e+00 6.7204e+00 1.0514e+01 3.2480e+00 9.1933e+00
5.6234e+02 5.6234e+02 -1.5000e+01 8.7041e+00 5.7126e+01 1.3357e+04 6.2099e+03 3.0463e+03 3.8119e+02 3.0462e+03 3.8067e+02 3.9384e+03 5.1191e+03 3.3372e+01 1.5777e+02
5.6234e+02 5.6234e+02 -1.5000e+01 3.2525e+00 9.3813e+00 1.6422e+02 9.5623e+00 1.8555e+01 9.2924e+00 1.8555e+01 9.2513e+00 8.0915e+00 9.9410e+00 4.1209e+00 1.1324e+01
5.6234e+02 5.6234e+02 -1.5000e+01 5.1917e+00 3.2741e+01 1.5665e+03 6.5744e+02 2.9733e+02 2.8460e+02 2.9732e+02 2.8287e+02 6.3453e+02 6.5472e+02 3.3929e-01 6.5297e+01
5.6234e+02 5.6234e+02 -1.5000e+01 3.4270e+00 2.0926e+01 1.8356e+02 2.9236e+01 2.0267e+01 2.0704e+01 2.0230e+01 2.0686e+01 3.2823e+01 2.3602e+01 5.3523e+00 2.0601e+01
5.6234e+02 5.6234e+02 -1.5000e+01 5.6580e+00 8.1936e+00 4.5353e+03 1.0672e+01 7.9853e+02 1.0239e+01 7.9853e+02 1.0315e+01 1.2268e+02 1.0655e+01 1.6084e+01 1.7537e+01
5.6234e+02 5.6234e+02 -1.5000e+01 3.1014e+00 1.2866e+01 1.1829e+02 1.4134e+01 5.6414e+01 1.2363e+01 5.6411e+01 1.2338e+01 5.5816e+00 1.3842e+01 2.8527e+00 1.2764e+01
5.6234e+02 5.6234e+02 -1.5000e+01 2.9106e+00 7.0706e+00 1.8421e+02 7.6121e+00 1.3097e+02 7.0876e+00 1.3211e+02 7.0396e+00 5.9225e+00 7.6732e+00 3.6932e+00 6.8472e+00
5.6234e+02 5.6234e+02 -1.5000e+01 3.1423e+00 1.0867e+01 3.0667e+01 1.1535e+01 2.2755e+01 1.1255e+01 2.2757e+01 1.0931e+01 3.8220e+00 1.2191e+01 3.3979e+00 1.3052e+01
6.3096e+02 6.3096e+02 -1.6000e+01 4.9529e+00 1.3728e+02 4.3048e+02 1.1701e+03 1.9478e+02 6.4907e+01 1.9457e+02 6.4019e+01 3.9699e+01 1.3650e+02 7.6206e+00 1.3751e+02
6.3096e+02 6.3096e+02 -1.6000e+01 3.6067e+00 1.9768e+01 9.3621e+01 1.9424e+01 9.9812e+01 1.9499e+01 9.9808e+01 1.9630e+01 4.6884e+00 1.9797e+01 2.7720e+00 2.0727e+01
6.3096e+02 6.3096e+02 -1.6000e+01 7.3706e+00 3.1934e+01 4.3306e+03 8.1927e+01 1.9443e+03 5.1396e+01 1.9443e+03 4.2430e+01 2.1334e+02 9.8786e+01 8.0905e+00 6.2897e+01
6.3096e+02 6.3096e+02 -1.6000e+01 4.2631e+00 2.3321e+01 6.6571e+02 2.4321e+01 2.5308e+02 2.4198e+01 2.5308e+02 2.4586e+01 2.6469e+01 2.4325e+01 7.0481e+00 2.5038e+01
6.3096e+02 6.3096e+02 -1.6000e+01 7.3421e+00 3.0448e+01 2.9536e+03 2.9079e+01 2.1867e+03 3.1202e+01 2.1867e+03 3.1884e+01 1.5640e+02 2.9776e+01 7.6620e+00 3.1934e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.6017e+00 3.8621e+01 4.5529e+02 3.8952e+01 9.5696e+01 3.8786e+01 9.5707e+01 3.8407e+01 2.8867e+01 3.8975e+01 5.5026e+00 4.0819e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.5227e+00 4.1318e+01 6.8280e+01 4.0293e+01 7.2840e+01 4.0329e+01 7.2880e+01 4.0248e+01 4.7785e+00 4.0311e+01 3.2296e+00 3.9412e+01
6.3096e+02 6.3096e+02 -1.6000e+01 3.8102e+00 2.6364e+01 6.7657e+01 2.7115e+01 1.4543e+01 2.6476e+01 1.4543e+01 2.6414e+01 1.0678e+01 2.6241e+01 4.9030e+00 2.7046e+01
