# noise_perc_th noise_perc SNR_dB SINDy_ku0_f1 SINDy_ku0_f2 SINDy_f1 SINDy_f2 SINDy_Sym_f1 SINDy_Sym_f2 SINDy_Sym_f1_SR SINDy_Sym_f2_SR Poly_f1 Poly_f2 Param_f1 Param_f2
1.2589e+01 1.2589e+01 1.8000e+01 1.8436e-01 3.7763e-01 3.6763e-01 2.8403e-01 2.7726e-01 1.8133e-01 2.7850e-01 1.7536e-01 2.3684e-01 4.6892e-01 2.8499e-02 1.1351e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.8952e-01 2.2832e+00 3.3461e-01 3.7521e-01 3.0938e-01 2.4614e-01 3.0332e-01 2.6479e-01 2.3897e-01 5.5187e-01 2.4783e-02 6.0848e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.7875e-01 8.5647e+00 3.5376e-01 3.4915e-01 2.8538e-01 2.6151e-01 2.7869e-01 2.3445e-01 1.9166e-01 5.2409e-01 2.0248e-02 5.1845e-02
1.2589e+01 1.2589e+01 1.8000e+01 2.0159e-01 9.0893e-01 3.1993e-01 2.7427e-01 2.6015e-01 1.7805e-01 2.6482e-01 1.7380e-01 2.3768e-01 4.7505e-01 1.1612e-02 2.5824e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.8853e-01 5.1900e+00 3.5668e-01 2.9702e-01 3.3005e-01 1.8936e-01 3.0935e-01 1.9316e-01 2.5773e-01 5.0702e-01 2.0240e-02 3.3953e-02
1.2589e+01 1.2589e+01 1.8000e+01 1.8411e-01 4.0966e+00 3.3332e-01 2.6794e-01 2.4484e-01 1.9235e-01 2.2729e-01 1.8242e-01 1.9938e-01 4.6139e-01 9.7649e-03 2.0814e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9925e-01 3.3358e+00 3.7565e-01 3.1852e-01 2.7853e-01 2.3488e-01 2.7825e-01 2.2319e-01 2.3243e-01 5.0419e-01 2.1620e-02 5.1207e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9399e-01 3.1390e+00 4.1785e-01 3.8238e-01 3.6431e-01 2.9208e-01 3.4881e-01 2.5106e-01 2.4835e-01 5.2463e-01 7.5238e-02 7.2830e-02
1.4125e+01 1.4125e+01 1.7000e+01 2.0119e-01 2.0890e-01 3.4443e-01 3.5451e-01 2.7196e-01 2.5840e-01 2.7721e-01 2.4421e-01 2.5722e-01 5.4309e-01 3.2376e-02 6.3863e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9305e-01 4.9231e+00 3.4233e-01 3.1048e-01 3.1175e-01 2.2422e-01 2.9310e-01 2.3951e-01 2.5032e-01 5.0307e-01 2.4052e-02 4.5352e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9142e-01 5.5830e+00 3.6737e-01 3.2745e-01 2.3042e-01 2.0481e-01 2.3016e-01 1.9861e-01 1.8276e-01 4.1639e-01 3.7541e-02 2.2669e-02
1.4125e+01 1.4125e+01 1.7000e+01 2.0044e-01 4.9021e+00 3.4621e-01 3.1593e-01 2.4109e-01 1.7236e-01 2.1768e-01 1.6214e-01 2.3817e-01 4.6736e-01 1.8872e-02 2.6691e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9656e-01 1.8879e+00 3.4154e-01 2.1903e-01 2.3872e-01 1.7117e-01 2.2129e-01 1.7169e-01 2.1145e-01 4.5305e-01 1.5120e-03 6.1106e-03
1.4125e+01 1.4125e+01 1.7000e+01 2.0818e-01 3.9124e-01 2.9807e-01 3.2917e-01 2.1003e-01 1.9902e-01 1.9404e-01 1.9930e-01 2.4370e-01 5.3343e-01 1.0202e-02 1.6894e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.8573e-01 6.0318e+00 3.0848e-01 3.7763e-01 2.8286e-01 2.3148e-01 2.7009e-01 2.3014e-01 2.3393e-01 5.2683e-01 1.7651e-02 3.5830e-02
1.4125e+01 1.4125e+01 1.7000e+01 1.9845e-01 1.0196e+00 3.8378e-01 2.7510e-01 3.4736e-01 1.9708e-01 3.4565e-01 1.9318e-01 2.1518e-01 4.5862e-01 5.7212e-02 1.6375e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0838e-01 1.4649e+00 3.1162e-01 3.0666e-01 2.4815e-01 2.2886e-01 2.5782e-01 2.0640e-01 2.7240e-01 5.2072e-01 2.9356e-02 4.2938e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.2621e-01 2.5212e-01 3.8286e-01 2.8305e-01 3.3238e-01 2.2696e-01 3.2843e-01 2.0896e-01 3.1530e-01 5.0592e-01 2.5146e-02 3.8693e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.5669e-01 1.9825e+00 2.4143e+00 2.4759e-01 2.0685e+00 1.6286e-01 2.0462e+00 1.5578e-01 2.2791e+00 4.7485e-01 1.7041e-01 3.7141e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.9755e-01 2.5255e+00 3.5928e-01 3.0553e-01 2.8829e-01 2.5983e-01 2.8790e-01 2.2537e-01 2.1787e-01 4.9014e-01 2.3283e-02 3.0697e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.3512e-01 1.4029e+00 1.2005e+00 3.2606e-01 7.3174e-01 1.9690e-01 7.3265e-01 1.9457e-01 1.0426e+00 5.1154e-01 3.5618e-02 1.3136e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.1323e-01 3.5276e-01 3.3496e-01 3.4192e-01 2.6900e-01 2.5096e-01 2.6572e-01 2.4730e-01 2.1348e-01 5.1604e-01 4.1571e-02 5.7913e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0124e-01 9.5307e-01 6.1112e-01 2.8398e-01 3.7877e-01 2.3142e-01 3.7556e-01 2.1806e-01 5.8639e-01 5.0124e-01 7.0663e-02 3.3223e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0513e-01 3.5288e+00 3.1656e-01 3.6481e-01 3.0694e-01 2.7228e-01 2.8785e-01 2.3729e-01 2.5150e-01 5.2730e-01 3.6400e-02 5.9280e-02
1.5849e+01 1.5849e+01 1.6000e+01 1.9824e-01 2.6200e+00 3.0106e-01 3.3357e-01 2.9294e-01 2.4245e-01 2.9212e-01 2.3775e-01 2.6512e-01 5.1875e-01 4.1505e-02 3.5076e-02
1.5849e+01 1.5849e+01 1.6000e+01 2.0011e-01 1.0876e+01 2.6420e-01 3.3392e-01 2.6491e-01 2.2364e-01 2.4909e-01 2.1857e-01 2.5542e-01 5.3204e-01 3.3285e-02 3.9160e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.0737e-01 5.7527e-01 4.0768e-01 3.4185e-01 3.3462e-01 2.6564e-01 3.2945e-01 2.3464e-01 2.3890e-01 4.8443e-01 5.7431e-02 3.7750e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.2280e-01 2.6214e-01 2.9655e-01 2.9053e-01 2.7410e-01 1.8875e-01 2.7762e-01 1.9799e-01 2.4494e-01 5.1162e-01 8.1035e-03 1.1754e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.8253e-01 1.2927e+00 1.9582e+00 3.2090e-01 2.0964e+00 2.1036e-01 2.0341e+00 2.2324e-01 2.0040e+00 4.5841e-01 8.5213e-02 3.6274e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.1868e-01 8.1209e-01 4.1992e-01 2.8197e-01 3.0917e-01 1.8194e-01 3.0664e-01 1.8394e-01 2.7908e-01 4.4362e-01 7.8053e-02 3.6703e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.8242e-01 1.5383e+00 2.2568e+00 2.9225e-01 2.3807e+00 2.0242e-01 2.4103e+00 1.2551e-01 2.2563e+00 4.5728e-01 8.5575e-02 6.1650e-02
1.7783e+01 1.7783e+01 1.5000e+01 1.8360e-01 7.3445e+00 3.5489e-01 3.2957e-01 2.3413e-01 1.9144e-01 2.2061e-01 1.9077e-01 1.9699e-01 4.3145e-01 3.7069e-02 4.0522e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.0034e-01 3.3407e+00 4.2856e-01 3.8811e-01 3.3027e-01 2.0860e-01 3.2540e-01 2.0703e-01 2.4072e-01 4.5946e-01 4.2308e-02 3.2674e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.4958e-01 2.1011e-01 3.9543e-01 3.2983e-01 3.4736e-01 2.2504e-01 3.3013e-01 1.9235e-01 3.2031e-01 4.6941e-01 3.6950e-02 1.9881e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.0906e-01 4.1534e+00 3.6723e-01 3.4922e-01 3.0902e-01 2.3641e-01 3.0259e-01 2.2880e-01 2.4960e-01 5.3308e-01 5.1363e-02 5.6195e-02
1.7783e+01 1.7783e+01 1.5000e+01 2.0832e-01 2.4752e+00 4.1777e-01 3.8728e-01 2.2402e-01 2.7256e-01 2.2433e-01 2.6030e-01 2.3104e-01 4.8530e-01 2.0411e-02 5.3564e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.0435e-01 4.5442e-01 3.6746e-01 3.3159e-01 3.0904e-01 2.0231e-01 3.1027e-01 1.9924e-01 3.1036e-01 4.9384e-01 4.4329e-02 2.7834e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.1490e-01 4.9909e-01 4.2899e-01 3.1376e-01 3.4589e-01 2.4298e-01 3.4508e-01 2.4279e-01 2.7629e-01 5.2265e-01 6.3186e-02 3.9637e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.4198e-01 1.8879e+00 2.6828e+00 3.0470e-01 1.5066e+00 1.7586e-01 1.4997e+00 1.7154e-01 2.2671e+00 4.2121e-01 1.5007e-01 3.2189e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.4086e-01 2.9830e-01 4.0142e-01 3.0612e-01 3.2617e-01 2.4697e-01 3.2449e-01 2.1805e-01 3.7037e-01 4.9137e-01 2.2245e-02 3.7560e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.9072e-01 1.3229e+00 2.1037e+00 4.2921e-01 2.3462e+00 2.2984e-01 2.2870e+00 2.1640e-01 2.1928e+00 5.2966e-01 5.0901e-02 2.6674e-02
1.9953e+01 1.9953e+01 1.4000e+01 3.5836e-01 1.3852e+00 4.0050e+00 2.8830e-01 3.8239e+00 2.0976e-01 3.8668e+00 1.8990e-01 4.1256e+00 4.5935e-01 4.5917e-01 4.7700e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.1003e-01 3.1527e+00 3.2518e-01 3.1417e-01 2.6541e-01 2.5310e-01 2.2322e-01 2.1790e-01 2.3951e-01 5.0720e-01 5.1047e-02 4.4026e-02
1.9953e+01 1.9953e+01 1.4000e+01 1.9898e-01 6.3884e+00 3.6847e-01 3.0624e-01 2.4415e-01 1.6461e-01 2.3844e-01 1.6177e-01 2.1820e-01 4.7199e-01 5.3361e-02 2.4949e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.2553e-01 8.3572e-01 4.1408e-01 3.5926e-01 3.6794e-01 2.5455e-01 3.6580e-01 2.4283e-01 2.3758e-01 4.5949e-01 5.5907e-02 3.0378e-02
1.9953e+01 1.9953e+01 1.4000e+01 2.1268e-01 9.1488e-01 3.5655e-01 3.0586e-01 2.4564e-01 1.8126e-01 2.4119e-01 1.7543e-01 2.0594e-01 4.3464e-01 3.8349e-02 1.8753e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.3394e-01 2.7060e-01 3.9957e-01 3.2825e-01 2.5869e-01 1.7990e-01 2.5577e-01 1.6002e-01 2.5545e-01 4.2087e-01 7.7048e-02 9.6080e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.2787e-01 3.6760e-01 5.1931e-01 4.3938e-01 4.6986e-01 3.0163e-01 4.6702e-01 2.9772e-01 3.8940e-01 5.8113e-01 1.1469e-01 1.0243e-01
2.2387e+01 2.2387e+01 1.3000e+01 2.1666e-01 2.5653e+00 3.3198e-01 3.4105e-01 2.5706e-01 2.7786e-01 2.4567e-01 2.7737e-01 2.4161e-01 5.1152e-01 7.5125e-02 6.7182e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.3757e-01 3.6937e-01 5.9319e-01 4.0187e-01 5.1732e-01 3.1700e-01 5.0246e-01 3.0386e-01 4.2768e-01 5.1878e-01 1.2419e-01 8.7549e-02
2.2387e+01 2.2387e+01 1.3000e+01 3.1036e-01 1.0610e+00 3.7131e+00 3.1360e-01 3.5555e+00 1.8012e-01 3.4803e+00 1.6707e-01 3.5411e+00 4.8294e-01 2.8310e-01 3.5263e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.1158e-01 7.6621e-01 3.8913e-01 3.7428e-01 2.7368e-01 2.7290e-01 2.6669e-01 2.5568e-01 2.5480e-01 5.1662e-01 5.4830e-02 5.9830e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.3497e-01 2.1847e-01 3.8197e-01 4.3404e-01 2.0920e-01 2.5737e-01 2.1059e-01 2.4312e-01 2.2146e-01 5.4474e-01 6.2160e-02 3.9832e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.4265e-01 9.7883e-01 7.6182e-01 4.0541e-01 7.4717e-01 2.9760e-01 7.0862e-01 2.4893e-01 6.9406e-01 5.5824e-01 5.1021e-02 7.6875e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.1216e-01 1.2734e+00 3.7435e-01 3.9325e-01 3.5790e-01 3.1490e-01 3.5251e-01 2.9592e-01 3.0980e-01 5.3383e-01 7.3096e-02 7.5327e-02
2.2387e+01 2.2387e+01 1.3000e+01 2.0537e-01 2.5329e-01 3.6257e-01 3.5083e-01 2.6962e-01 2.5049e-01 2.6698e-01 2.2278e-01 2.1962e-01 4.7067e-01 5.3918e-02 2.8400e-02
2.5119e+01 2.5119e+01 1.2000e+01 3.4446e-01 2.9908e-01 3.1078e+00 2.7766e-01 3.0810e+00 1.6838e-01 2.8904e+00 1.0405e-01 3.1357e+00 4.1937e-01 2.9112e-01 9.2980e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.5572e-01 2.3984e-01 4.5791e-01 3.1636e-01 4.1873e-01 1.5661e-01 4.1846e-01 1.6828e-01 3.9057e-01 4.6688e-01 1.0701e-01 2.7987e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.6716e-01 2.2097e-01 3.9025e-01 3.1058e-01 3.9913e-01 1.8636e-01 3.8886e-01 1.7622e-01 4.3268e-01 4.7242e-01 9.7451e-02 2.6958e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.5833e-01 3.4791e-01 6.4598e-01 2.5298e-01 4.6888e-01 1.8733e-01 4.6336e-01 1.6527e-01 7.3741e-01 4.5291e-01 1.7605e-01 4.9770e-02
2.5119e+01 2.5119e+01 1.2000e+01 3.6287e-01 4.6395e-01 3.2895e+00 1.8349e-01 3.4811e+00 1.1722e-01 3.3847e+00 1.0152e-01 3.1718e+00 4.7107e-01 1.6608e-01 9.5958e-02
2.5119e+01 2.5119e+01 1.2000e+01 3.3494e-01 2.1461e-01 4.0341e+00 3.7176e-01 2.9802e+00 2.6415e-01 2.9251e+00 2.6055e-01 3.8505e+00 5.2074e-01 3.3436e-02 5.0455e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.3177e-01 2.2668e-01 4.1951e-01 2.6711e-01 3.5445e-01 1.5672e-01 3.5572e-01 1.5352e-01 2.8603e-01 4.1736e-01 6.9086e-02 3.9251e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.4496e-01 1.7018e-01 3.5181e-01 3.1653e-01 3.3674e-01 1.8775e-01 3.3349e-01 1.3173e-01 3.4913e-01 4.5582e-01 1.1465e-01 7.0238e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.3463e-01 3.3468e-01 4.2112e-01 3.5523e-01 4.5860e-01 2.9002e-01 4.5036e-01 2.6034e-01 3.3077e-01 5.0220e-01 8.7838e-02 7.2400e-02
2.5119e+01 2.5119e+01 1.2000e+01 2.6287e-01 2.5584e-01 4.4634e-01 3.9138e-01 5.2618e-01 2.8277e-01 5.2493e-01 2.6437e-01 3.2001e-01 5.9872e-01 4.9979e-02 6.1095e-02
2.8184e+01 2.8184e+01 1.1000e+01 3.7242e-01 3.4531e-01 3.0664e+00 3.2944e-01 2.6313e+00 2.1452e-01 2.6242e+00 2.1407e-01 2.9907e+00 4.7862e-01 4.0660e-01 6.7712e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.2121e-01 6.7617e-01 3.8865e-01 4.9374e-01 3.0475e-01 2.8938e-01 2.9589e-01 2.7920e-01 3.5499e-01 5.5673e-01 5.9867e-02 8.2688e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.7488e-01 1.4946e-01 3.3809e-01 2.9426e-01 3.4718e-01 2.0794e-01 3.4870e-01 2.0289e-01 3.2915e-01 5.0681e-01 8.9604e-02 4.6139e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.5886e-01 1.0956e-01 3.8924e-01 2.4486e-01 3.0690e-01 1.4130e-01 2.8738e-01 1.1979e-01 3.5804e-01 4.7179e-01 1.0841e-01 7.0841e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.2611e-01 2.6529e-01 4.1390e-01 3.6957e-01 2.9854e-01 3.1329e-01 2.9727e-01 2.1788e-01 2.6020e-01 4.9657e-01 9.1627e-02 6.9793e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.6807e-01 1.9152e-01 5.5622e-01 4.0004e-01 1.8631e-01 2.0419e-01 1.4233e-01 1.9110e-01 5.1553e-01 4.9713e-01 5.0565e-02 2.7487e-02
2.8184e+01 2.8184e+01 1.1000e+01 3.4991e-01 4.5032e-01 2.4446e+00 2.9819e-01 2.4621e+00 2.2242e-01 2.3938e+00 1.5665e-01 2.4807e+00 4.6975e-01 6.0941e-02 3.7573e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.9861e-01 7.4907e-01 2.3956e+00 3.3095e-01 2.0005e+00 1.9197e-01 1.9491e+00 1.8271e-01 2.3172e+00 4.8183e-01 2.1299e-01 1.9067e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.4202e-01 3.2489e-01 5.3875e-01 3.0401e-01 4.2598e-01 1.8851e-01 4.2152e-01 1.8538e-01 6.6001e-01 4.6058e-01 1.1660e-01 4.4878e-02
2.8184e+01 2.8184e+01 1.1000e+01 2.3121e-01 3.5296e-01 3.4973e-01 3.1462e-01 3.1684e-01 2.9537e-01 3.0137e-01 2.1726e-01 3.4194e-01 5.1574e-01 6.9359e-02 4.1254e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.5223e-01 2.1223e-01 3.4092e-01 3.2848e-01 2.8141e-01 2.5174e-01 2.8321e-01 2.1879e-01 3.4347e-01 5.7686e-01 1.2740e-01 4.6142e-02
3.1623e+01 3.1623e+01 1.0000e+01 3.0080e-01 4.1121e-01 7.4956e-01 6.3816e-01 9.3820e-01 4.5275e-01 9.3128e-01 4.0249e-01 8.8239e-01 7.3219e-01 2.4695e-01 9.4537e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.7801e-01 2.3728e-01 3.8121e-01 4.4444e-01 4.0359e-01 2.6954e-01 3.9410e-01 2.3980e-01 3.7613e-01 5.4099e-01 1.0321e-01 5.9950e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.9563e-01 9.9597e-02 4.6367e-01 2.4475e-01 3.4024e-01 1.6977e-01 3.2668e-01 1.3525e-01 3.7874e-01 4.4567e-01 1.0878e-01 4.1872e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.6760e-01 1.2623e+00 1.7485e+00 4.7759e-01 1.5924e+00 3.2361e-01 1.5707e+00 2.8621e-01 1.8108e+00 5.4711e-01 1.9547e-01 9.3922e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.6081e-01 1.8226e-01 3.6778e-01 2.6659e-01 2.6790e-01 1.4189e-01 2.6659e-01 8.6808e-02 2.4248e-01 3.7584e-01 8.7993e-02 6.1416e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.5899e-01 2.2094e-01 4.4434e-01 2.4420e-01 4.3211e-01 1.7475e-01 4.3067e-01 1.4680e-01 4.4231e-01 4.4107e-01 1.2177e-01 8.9129e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.4024e-01 2.5312e-01 4.7716e-01 3.3196e-01 3.3486e-01 2.8674e-01 3.2049e-01 2.5909e-01 2.9408e-01 4.6748e-01 7.5261e-02 7.9863e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.6873e-01 2.3515e-01 4.7046e-01 3.0427e-01 4.8175e-01 2.3564e-01 4.6820e-01 2.1100e-01 3.3192e-01 4.8767e-01 7.9377e-02 4.1460e-02
3.1623e+01 3.1623e+01 1.0000e+01 2.9244e-01 1.8731e-01 4.2650e-01 2.5604e-01 3.8465e-01 2.1916e-01 3.5249e-01 6.1434e-02 3.0294e-01 3.9104e-01 1.0940e-01 5.9685e-02
3.5481e+01 3.5481e+01 9.0000e+00 2.9859e-01 2.4228e-01 2.1327e+00 3.5724e-01 1.2278e+00 2.3903e-01 1.2056e+00 1.2536e-02 1.9332e+00 4.9239e-01 1.0186e-02 3.8545e-02
3.5481e+01 3.5481e+01 9.0000e+00 4.1673e-01 1.9798e-01 4.6915e+00 2.3865e-01 2.0450e+00 1.1170e-01 2.0409e+00 1.0168e-02 4.4934e+00 4.3468e-01 3.6812e-01 2.1850e-01
3.5481e+01 3.5481e+01 9.0000e+00 2.6302e-01 1.9031e-01 4.2234e-01 3.9334e-01 3.5629e-01 2.2348e-01 3.5728e-01 1.7202e-01 3.2470e-01 4.9485e-01 1.1225e-01 4.2370e-02
3.5481e+01 3.5481e+01 9.0000e+00 2.6718e-01 1.6755e-01 4.0035e-01 2.6616e-01 3.0572e-01 1.9988e-01 2.8572e-01 2.2618e-01 3.1195e-01 3.9374e-01 1.7189e-01 1.2360e-01
3.5481e+01 3.5481e+01 9.0000e+00 3.4150e-01 3.0703e-01 3.6218e+00 3.5564e-01 2.3471e+00 1.6904e-01 2.2708e+00 1.7470e-01 3.4641e+00 4.3631e-01 4.8122e-02 7.1924e-02
3.5481e+01 3.5481e+01 9.0000e+00 3.0248e-01 1.5472e-01 3.4810e-01 3.3763e-01 3.2950e-01 2.2164e-01 3.2748e-01 1.7819e-01 3.1958e-01 5.2142e-01 1.1131e-01 2.8179e-02
3.5481e+01 3.5481e+01 9.0000e+00 2.6745e-01 2.8502e-01 3.3355e-01 3.1986e-01 3.0506e-01 2.4028e-01 3.0219e-01 2.2864e-01 2.8966e-01 4.7262e-01 1.2319e-01 9.5412e-02
3.5481e+01 3.5481e+01 9.0000e+00 2.6840e-01 2.1237e-01 4.5643e-01 3.5667e-01 3.7644e-01 2.0975e-01 3.6933e-01 1.9096e-01 3.3785e-01 4.6992e-01 1.0821e-01 3.7350e-02
3.5481e+01 3.5481e+01 9.0000e+00 5.6351e-01 2.9853e-01 5.6896e+00 1.7187e-01 4.9720e+00 1.8102e-01 4.9103e+00 1.3197e-01 5.9701e+00 3.8049e-01 4.3768e-01 2.6362e-01
3.5481e+01 3.5481e+01 9.0000e+00 3.2529e-01 3.1861e-01 6.2076e-01 4.3346e-01 3.7774e-01 3.2259e-01 3.7526e-01 3.0345e-01 4.3868e-01 5.7359e-01 7.9772e-02 7.1943e-02
3.9811e+01 3.9811e+01 8.0000e+00 5.3723e-01 2.3370e-01 5.4310e+00 4.5246e-01 5.4399e+00 2.2407e-01 5.4362e+00 1.6454e-01 5.0430e+00 4.9817e-01 9.7780e-01 7.5315e-02
3.9811e+01 3.9811e+01 8.0000e+00 3.3143e-01 2.0835e-01 4.5937e-01 2.7138e-01 3.9474e-01 2.0463e-01 3.6742e-01 1.7048e-01 3.7623e-01 4.2755e-01 1.8172e-01 5.1836e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.9451e-01 2.4016e-01 5.1486e-01 4.3613e-01 5.6235e-01 3.1401e-01 5.6023e-01 2.4202e-01 4.6460e-01 5.3884e-01 1.6208e-01 2.8583e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.9963e-01 2.1947e-01 3.6342e-01 3.5007e-01 2.3707e-01 2.0262e-01 1.9368e-01 1.5510e-01 3.2174e-01 4.1509e-01 9.9798e-02 4.7532e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.9794e-01 1.6071e-01 5.3238e-01 3.0958e-01 4.9601e-01 1.9583e-01 4.9482e-01 1.7437e-01 5.3567e-01 4.9030e-01 2.0458e-01 1.7294e-01
3.9811e+01 3.9811e+01 8.0000e+00 2.7390e-01 5.7141e-01 6.3420e-01 5.5640e-01 7.2347e-01 3.7010e-01 6.9717e-01 4.2566e-01 5.6926e-01 7.2518e-01 2.0482e-01 8.9792e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.9041e-01 3.2676e-01 4.9726e-01 4.8155e-01 3.1656e-01 3.5971e-01 2.9626e-01 3.5694e-01 3.9999e-01 5.7492e-01 9.3645e-02 8.0455e-02
3.9811e+01 3.9811e+01 8.0000e+00 3.0837e-01 1.0959e-01 5.5077e-01 3.1612e-01 3.1534e-01 8.1485e-02 3.2663e-01 7.5654e-02 5.7290e-01 4.2240e-01 1.2915e-01 1.0325e-01
3.9811e+01 3.9811e+01 8.0000e+00 3.0119e-01 3.6754e-01 8.8513e-01 3.5900e-01 7.7320e-01 2.9000e-01 7.7296e-01 1.5314e-02 8.0556e-01 4.9850e-01 2.1190e-01 6.0297e-02
3.9811e+01 3.9811e+01 8.0000e+00 2.6305e-01 1.4219e-01 3.4445e-01 2.4175e-01 2.8932e-01 1.5727e-01 2.8407e-01 1.4620e-01 3.7328e-01 5.1506e-01 1.2663e-01 5.9946e-02
4.4668e+01 4.4668e+01 7.0000e+00 3.1856e-01 2.6273e-01 4.5860e-01 4.5186e-01 3.8584e-01 2.5968e-01 3.6691e-01 2.3181e-01 4.0484e-01 5.3775e-01 1.7263e-01 6.8015e-02
4.4668e+01 4.4668e+01 7.0000e+00 5.3287e-01 3.2724e-01 6.7784e+00 5.7598e-01 6.9547e+00 3.9250e-01 6.9346e+00 3.7172e-01 6.4243e+00 6.2977e-01 1.0032e+00 1.3146e-01
4.4668e+01 4.4668e+01 7.0000e+00 3.1541e-01 3.4158e-01 8.4217e-01 5.0827e-01 2.7016e-01 3.8116e-01 2.6776e-01 2.1255e-01 6.1662e-01 6.2262e-01 1.4599e-01 9.0582e-02
4.4668e+01 4.4668e+01 7.0000e+00 3.8857e-01 3.1234e-01 3.6580e+00 4.2840e-01 3.7553e+00 2.8961e-01 3.6034e+00 2.8782e-01 3.7510e+00 4.9834e-01 3.3008e-02 1.7403e-01
4.4668e+01 4.4668e+01 7.0000e+00 3.2406e-01 7.0748e-02 7.8910e-01 4.7259e-01 4.9629e-01 1.7435e-01 4.8967e-01 1.8770e-01 8.0890e-01 5.1627e-01 2.7504e-01 1.2044e-01
4.4668e+01 4.4668e+01 7.0000e+00 4.4019e-01 1.2626e-01 3.1296e+00 4.3759e-01 3.4794e+00 2.6171e-01 3.3966e+00 2.1481e-01 3.2144e+00 5.0389e-01 6.8077e-02 1.5793e-01
4.4668e+01 4.4668e+01 7.0000e+00 3.2487e-01 2.2728e-01 2.8298e-01 2.0968e-01 1.7881e-01 1.4837e-01 1.7996e-01 1.5561e-01 2.0342e-01 3.4980e-01 8.6791e-02 1.2935e-01
4.4668e+01 4.4668e+01 7.0000e+00 3.5058e-01 3.0658e-01 2.7826e-01 4.3598e-01 2.1431e-01 2.7023e-01 1.7472e-01 1.6709e-02 4.5308e-01 5.5017e-01 7.9806e-02 1.2664e-01
4.4668e+01 4.4668e+01 7.0000e+00 2.9396e-01 3.9929e-01 4.4076e-01 5.9370e-01 3.7632e-01 4.9001e-01 3.6726e-01 4.5049e-01 3.5294e-01 6.5370e-01 1.1512e-01 2.1562e-01
